id	antibody	tf_uniprot_id	tf_uniprot_ac	protein_names	gene_names	species	cell_title	treatment	experiment_type	GEO_GSE	GEO_GSM	ENCODE	PUBMED	control_antibody	control_GEO_GSE	control_GEO_GSM	control_ENCODE	FRiP_GEM	FRiP_MACS	FRiP_PICS	FRiP_SISSRS	estFragLen	NSC	RSC	NRF	PBC1	PBC2
EXP037682	EHF	Q9NZC4	None	None	None	Homo sapiens	bronchial epithelial cells	None	normal	GSE85401	GSM2266285; GSM2266286	None	28461336	None	GSE85401	GSM2266284	None	0.00985506	0	0.000502647	0.003801093	5786	1.050324	1.229022	0.812108	0.815758	5.539244
EXP037676	"anti-MLL1 (A300-086A, Bethyl)"	Q03164	KMT2A_HUMAN	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	vehicle	normal	GSE85317	GSM2264621	None	28273452	None	GSE85317	GSM2264623	None	7.65E-06	0.001877555	0	8.37E-05	3241	1.010149	0.5317071	0.695528	0.684851	3.028092
EXP037677	"anti-MLL2/TRX2 (A300-113A, Bethyl)"	Q9UMN6	None	None	None	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	vehicle	normal	GSE85317	GSM2264622	None	28273452	None	GSE85317	GSM2264623	None	0.003068024	0.020295916	0.001811569	0.004273372	2998	1.017324	0.6853898	0.779416	0.772841	4.236282
EXP037661	anti-IRF4	Q64287	IRF4_MOUSE	Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (NF-EM5) (PU.1 interaction partner) (Transcriptional activator PIP)	Irf4 Spip	Mus musculus	Th2-cells	BATF1/3 DKO; overexpressing Batf-HKE	normal	GSE85172	GSM2259179	None	28346410	no antibody	GSE85172	GSM2259191	None	6.75E-06	0.00058025	8.86E-05	3.04E-06	2642	1.040683	0.9010623	0.880625	0.897771	9.613196
EXP037662	anti-IRF4	Q64287	IRF4_MOUSE	Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (NF-EM5) (PU.1 interaction partner) (Transcriptional activator PIP)	Irf4 Spip	Mus musculus	Th2-cells	Batf1/3 DKO	normal	GSE85172	GSM2259180	None	28346410	no antibody	GSE85172	GSM2259191	None	0	0.00094987	8.59E-05	0	1636	1.035125	1.421481	0.912971	0.932211	14.635255
EXP037659	anti-BATF	O35284	BATF_MOUSE	Basic leucine zipper transcriptional factor ATF-like (B-cell-activating transcription factor) (B-ATF)	Batf	Mus musculus	Th2-cells	None	normal	GSE85172	GSM2259177	None	28346410	None	GSE85172	GSM2259190	None	0.029255401	0.081817555	0.061406866	0.031566204	2126	1.102534	1.530406	0.953016	0.967278	30.912541
EXP037660	anti-IRF4	Q64287	IRF4_MOUSE	Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (NF-EM5) (PU.1 interaction partner) (Transcriptional activator PIP)	Irf4 Spip	Mus musculus	Th2-cells	None	normal	GSE85172	GSM2259178	None	28346410	None	GSE85172	GSM2259190	None	0.01998496	0.058316879	0.046684976	0.023518514	1915	1.100388	1.914804	0.934475	0.95193	20.873213
EXP037663	anti-IRF4	Q64287	IRF4_MOUSE	Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (NF-EM5) (PU.1 interaction partner) (Transcriptional activator PIP)	Irf4 Spip	Mus musculus	Th2-cells	"day 4, 10 ng"	normal	GSE85172	GSM2259181	None	28346410	None	GSE85172	GSM2259190	None	0.071030764	0.190280174	0.128624298	0.07394098	2863	1.342144	1.866616	0.869325	0.882818	8.42695
EXP037665	anti-IRF4	Q64287	IRF4_MOUSE	Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (NF-EM5) (PU.1 interaction partner) (Transcriptional activator PIP)	Irf4 Spip	Mus musculus	Th2-cells	"day 2, 10 ng"	normal	GSE85172	GSM2259183	None	28346410	None	GSE85172	GSM2259190	None	0.02005578	0.083191195	0.07437244	0.027588879	2879	1.099997	1.49075	0.825413	0.83731	5.944786
EXP037666	anti-IRF4	Q64287	IRF4_MOUSE	Interferon regulatory factor 4 (IRF-4) (Lymphocyte-specific interferon regulatory factor) (LSIRF) (NF-EM5) (PU.1 interaction partner) (Transcriptional activator PIP)	Irf4 Spip	Mus musculus	Th2-cells	None	normal	GSE85172	GSM2538525	None	28346410	None	GSE85172	GSM2259190	None	0.047812563	0.174205693	0.112325158	0.069904615	2495	1.281179	1.771683	0.781931	0.789328	4.607741
EXP037655	ER-alpha: Santa Cruz Biotechnology sc-543 (lot #F1215)	P03372	ESR1_HUMAN	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	ESR1 ESR NR3A1	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	siCTCF	normal	GSE85106	GSM2257828	None	27638884	none (input)	GSE85106	GSM2420109	None	0.172163122	0.19298079	0.015829743	0.075582709	3238	2.383275	1.481386	0.589688	0.612126	2.520311
EXP037656	ER-alpha: Santa Cruz Biotechnology sc-543 (lot #F1215)	P03372	ESR1_HUMAN	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	ESR1 ESR NR3A1	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	siNT	normal	GSE85106	GSM2257829	None	27638884	none (input)	GSE85106	GSM2420109	None	0.153374796	0	0.017683062	0.072059513	3373	2.266629	1.486883	0.677718	0.719258	3.606738
EXP037644	None	P28033	CEBPB_MOUSE	CCAAT/enhancer-binding protein beta (C/EBP beta) (AGP/EBP) (Interleukin-6-dependent-binding protein) (IL-6DBP) (Liver-enriched transcriptional activator) (LAP)	Cebpb	Mus musculus	3T3-L1-derived preadipocytes	Doxycycline + BYK204165	normal	GSE85100	GSM2257713; GSM2257714	None	28107648	None	GSE85100	GSM2257703; GSM2257704	None	0.017929602	0.018721952	5.37E-05	0.001777765	1307	1.112252	3.0458	0.919476	0.957026	23.679073
EXP037640	CEBPB	P28033	CEBPB_MOUSE	CCAAT/enhancer-binding protein beta (C/EBP beta) (AGP/EBP) (Interleukin-6-dependent-binding protein) (IL-6DBP) (Liver-enriched transcriptional activator) (LAP)	Cebpb	Mus musculus	3T3-L1-derived preadipocytes	Vehicle	normal	GSE85100	GSM2257705; GSM2257706	None	28107648	None	GSE85100	GSM2257695; GSM2257696	None	0.011040049	0.009580928	0	0.001612303	1481	1.086352	3.664254	0.922232	0.951504	20.855913
EXP037629	ZSCAN5A	Q9BUG6	ZSA5A_HUMAN	Zinc finger and SCAN domain-containing protein 5A (Zinc finger protein 495)	ZSCAN5A ZNF495 ZSCAN5	Homo sapiens	BeWo (gestational choriocarcinoma)	treatment	normal	GSE85009	GSM2255822; GSM2255829	None	27732952	None	GSE85009	GSM2255827; GSM2255828	None	0.000541155	0.131533172	0	0.004324054	2269	1.109815	1.680478	0.886803	0.883726	8.35296
EXP037630	ZSCAN5D	P0CG00	ZSA5D_HUMAN	Putative zinc finger and SCAN domain-containing protein 5D (Zinc finger and SCAN domain-containing protein 5D pseudogene)	ZSCAN5DP ZSCAN5D	Homo sapiens	BeWo (gestational choriocarcinoma)	treatment	normal	GSE85009	GSM2255825; GSM2255826	None	27732952	None	GSE85009	GSM2255827; GSM2255828	None	0.003952593	0.092771452	0.001018426	0.004517333	1957	1.078756	1.367044	0.95128	0.951239	20.375163
EXP037631	ZSCAN5B (Santa Cruz)	A6NJL1	ZSA5B_HUMAN	Zinc finger and SCAN domain-containing protein 5B	ZSCAN5B	Homo sapiens	BeWo (gestational choriocarcinoma)	treatment	normal	GSE85009	GSM2255823; GSM2255824	None	27732952	None	GSE85009	GSM2255827; GSM2255828	None	0.000780543	0.003842344	0	0.00081768	756	1.01044	0.8401949	0.989288	0.991051	113.883706
EXP037628	ZSCAN5B (Santa Cruz)	A6NJL1	ZSA5B_HUMAN	Zinc finger and SCAN domain-containing protein 5B	ZSCAN5B	Homo sapiens	HEK293 (embryonic kidney)	treatment	normal	GSE85009	GSM2255819; GSM2255820	None	27732952	None	GSE85009	GSM2255821	None	0.000188212	0.000353692	9.53E-05	0.000166282	719	1.006392	0.7145707	0.988992	0.989892	100.457945
EXP037605	Gfi1 Abcam cat #: ab21061	P70338	GFI1_MOUSE	Zinc finger protein Gfi-1 (Growth factor independent protein 1)	Gfi1 Gfi-1	Mus musculus	neurosphere cells	p53-/-; p18-/-	normal	GSE84761	GSM2249848	None	28329683	Input	GSE84761	GSM2249845	None	0.000157339	0.000433883	0.000216632	5.95E-06	2812	1.055	1.533638	0.773526	0.770718	4.14981
EXP037606	Gfi1 Abcam cat #: ab21061	P70338	GFI1_MOUSE	Zinc finger protein Gfi-1 (Growth factor independent protein 1)	Gfi1 Gfi-1	Mus musculus	neurosphere cells	p53-/-; p18-/-	normal	GSE84761	GSM2249849	None	28329683	Input	GSE84761	GSM2249845	None	0.000201313	0.000355179	0.000183478	5.28E-06	2815	1.132019	1.675152	0.767966	0.766201	4.150678
EXP037590	ER alpha (sc543) Santa Cruz	P03372	ESR1_HUMAN	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	ESR1 ESR NR3A1	Homo sapiens	T47D (invasive ductal carcinoma)	DMSO	normal	GSE84593	GSM2242431; GSM2242432	None	28336670	None	GSE84593	GSM2242430	None	0.01978178	0	0.015776165	0.018537286	2341	1.158341	1.690408	0.916644	0.923361	13.28126
EXP037591	FOXA1 (ab5089) Abcam	P55317	FOXA1_HUMAN	Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1) (Transcription factor 3A) (TCF-3A)	FOXA1 HNF3A TCF3A	Homo sapiens	T47D (invasive ductal carcinoma)	DMSO	normal	GSE84593	GSM2242433; GSM2242434	None	28336670	None	GSE84593	GSM2242430	None	0.09876217	0	0.063082199	0.04190207	2863	1.495728	1.962043	0.934925	0.947944	21.97558
EXP037592	ER alpha (sc543) Santa Cruz	P03372	ESR1_HUMAN	Estrogen receptor (ER) (ER-alpha) (Estradiol receptor) (Nuclear receptor subfamily 3 group A member 1)	ESR1 ESR NR3A1	Homo sapiens	T47D (invasive ductal carcinoma)	BYL719	normal	GSE84593	GSM2242426; GSM2242427	None	28336670	None	GSE84593	GSM2242425	None	0.033644658	0.054149634	0.022569362	0.030636208	2458	1.281328	1.715443	0.921286	0.934294	15.973932
EXP037593	FOXA1 (ab5089) Abcam	P55317	FOXA1_HUMAN	Hepatocyte nuclear factor 3-alpha (HNF-3-alpha) (HNF-3A) (Forkhead box protein A1) (Transcription factor 3A) (TCF-3A)	FOXA1 HNF3A TCF3A	Homo sapiens	T47D (invasive ductal carcinoma)	BYL719	normal	GSE84593	GSM2242428; GSM2242429	None	28336670	None	GSE84593	GSM2242425	None	0.171209196	0.292643937	0.103459309	0.05985773	2865	2.003903	1.920871	0.901454	0.928977	17.28714
EXP037587	CTCF millipore antibody (07-729)	Q61164	CTCF_MOUSE	Transcriptional repressor CTCF (11-zinc finger protein) (CCCTC-binding factor) (CTCFL paralog)	Ctcf	Mus musculus	hyppocampus	None	normal	GSE84174	GSM2228526; GSM2228527	None	27880914	None	GSE84174	GSM2228528; GSM2228529	None	2.99E-05	4.05E-05	0	1.26E-06	4766	1.452787	1.671469	0.588272	0.575312	2.278393
EXP037582	KDM5A antibody (ab70892; Abcam)	Q3UXZ9	KDM5A_MOUSE	Lysine-specific demethylase 5A (EC 1.14.11.-) (Histone demethylase JARID1A) (Jumonji/ARID domain-containing protein 1A) (Retinoblastoma-binding protein 2) (RBBP-2)	Kdm5a Jarid1a Rbp2	Mus musculus	3T3-L1 (embryonic fibroblasts)	day0	normal	GSE84410	GSM2233369; GSM2391498	None	27899593	None	GSE84410	GSM2233368	None	0.155044443	0.316695225	0.028605213	0.04806148	3598	2.212846	1.58082	0.703953	0.727658	3.787651
EXP037584	KDM5A antibody (ab70892; Abcam)	Q3UXZ9	KDM5A_MOUSE	Lysine-specific demethylase 5A (EC 1.14.11.-) (Histone demethylase JARID1A) (Jumonji/ARID domain-containing protein 1A) (Retinoblastoma-binding protein 2) (RBBP-2)	Kdm5a Jarid1a Rbp2	Mus musculus	3T3-L1 (embryonic fibroblasts)	day2	normal	GSE84410	GSM2233371; GSM2391500	None	27899593	None	GSE84410	GSM2233368	None	0.191228516	0.397103817	0.064811181	0.083575378	3835	2.755802	1.658942	0.594873	0.624831	2.78971
EXP037569	"Cebpa (Santa Cruz, cat no. sc-61x, lot F2811)"	P53566	CEBPA_MOUSE	CCAAT/enhancer-binding protein alpha (C/EBP alpha)	Cebpa Cebp	Mus musculus	Hoxb8-FL	None	normal	GSE84328	GSM2231898	None	28584094	IgG Rabbit	GSE84328	GSM2231905	None	0.209754292	0.360682988	0.237339958	0.176144241	1520	3.394325	2.007502	0.561193	0.567546	2.151468
EXP037570	"Cebpb (Santa Cruz, cat no. sc-150x, lot F0711)"	P28033	CEBPB_MOUSE	CCAAT/enhancer-binding protein beta (C/EBP beta) (AGP/EBP) (Interleukin-6-dependent-binding protein) (IL-6DBP) (Liver-enriched transcriptional activator) (LAP)	Cebpb	Mus musculus	Hoxb8-FL	None	normal	GSE84328	GSM2231899	None	28584094	IgG Rabbit	GSE84328	GSM2231905	None	0.14497699	0.274390857	0.171244031	0.128001206	1703	2.407143	1.964974	0.706673	0.726761	3.604104
EXP037571	"Erg (Santa Cruz, cat no. sc-354x, lot A2510)"	P81270	ERG_MOUSE	Transcriptional regulator ERG	Erg Erg-3	Mus musculus	Hoxb8-FL	None	normal	GSE84328	GSM2231900	None	28584094	IgG Rabbit	GSE84328	GSM2231905	None	0.037193056	0.102318429	0.036566126	0.02527147	2736	1.180424	1.901567	0.662214	0.650056	2.629129
EXP037572	"Fli1 (Abcam, cat no. ab15289-500, lot 775077)"	P26323	FLI1_MOUSE	Friend leukemia integration 1 transcription factor (Retroviral integration site protein Fli-1)	Fli1 Fli-1	Mus musculus	Hoxb8-FL	None	normal	GSE84328	GSM2231901	None	28584094	IgG Rabbit	GSE84328	GSM2231905	None	0.078802159	0.17353106	0.085827032	0.058398466	2736	1.442526	2.224043	0.686908	0.683602	2.985406
EXP037573	"Gata2 (Santa Cruz, cat no. sc-9008x, lot I0109)"	O09100	GATA2_MOUSE	Endothelial transcription factor GATA-2 (GATA-binding protein 2)	Gata2	Mus musculus	Hoxb8-FL	None	normal	GSE84328	GSM2231902	None	28584094	IgG Rabbit	GSE84328	GSM2231905	None	0.004660126	0.009095958	6.46E-05	0.003252698	3510	1.033362	1.093051	0.82901	0.835548	5.894093
EXP037575	"Gfi1b (Santa Cruz, cat no. sc8559x, lot E1409)"	O70237	GFI1B_MOUSE	Zinc finger protein Gfi-1b (Growth factor independent protein 1B)	Gfi1b	Mus musculus	Hoxb8-FL	None	normal	GSE84328	GSM2231904	None	28584094	IgG Rabbit	GSE84328	GSM2231905	None	0.0189921	0.062053626	0.013153692	0.014988778	1703	1.133209	1.583569	0.703749	0.704939	3.238025
EXP037576	"Lyl1 (Abcam, cat no. ab30334-200, lot 383134)"	P27792	LYL1_MOUSE	Protein lyl-1 (Lymphoblastic leukemia-derived sequence 1)	Lyl1 Lyl-1	Mus musculus	Hoxb8-FL	None	normal	GSE84328	GSM2231907	None	28584094	IgG Rabbit	GSE84328	GSM2231905	None	0.041331053	0.087426388	0.157429012	0.040808054	2601	1.407224	2.225007	0.694376	0.693457	3.106381
EXP037577	"Meis1 (Santa Cruz, cat no. sc-10599x, lot D2310)"	Q60954	MEIS1_MOUSE	Homeobox protein Meis1 (Myeloid ecotropic viral integration site 1)	Meis1	Mus musculus	Hoxb8-FL	None	normal	GSE84328	GSM2231908	None	28584094	IgG Rabbit	GSE84328	GSM2231905	None	0.014745275	0.026233313	0.010425844	0.011881778	3261	1.126538	2.30455	0.758822	0.76308	4.079215
EXP037578	"Runx1 (Abcam, cat no. ab23980, lot GR37372-1)"	Q03347	RUNX1_MOUSE	Runt-related transcription factor 1 (Acute myeloid leukemia 1 protein) (Core-binding factor subunit alpha-2) (CBF-alpha-2) (Oncogene AML-1) (Polyomavirus enhancer-binding protein 2 alpha B subunit) (PEA2-alpha B) (PEBP2-alpha B) (SL3-3 enhancer factor 1 alpha B subunit) (SL3/AKV core-binding factor alpha B subunit)	Runx1 Aml1 Cbfa2 Pebp2ab	Mus musculus	Hoxb8-FL	None	normal	GSE84328	GSM2231909	None	28584094	IgG Rabbit	GSE84328	GSM2231905	None	0.029129686	0.089600384	0.052508315	0.022957254	1334	1.189943	1.74052	0.622376	0.608311	2.373323
EXP037579	"Spi1 (Santa Cruz, cat no. sc-352x, lot B0314)"	P17433	SPI1_MOUSE	Transcription factor PU.1 (31 kDa-transforming protein) (SFFV proviral integration 1 protein)	Spi1 Sfpi-1 Sfpi1	Mus musculus	Hoxb8-FL	None	normal	GSE84328	GSM2231910	None	28584094	IgG Rabbit	GSE84328	GSM2231905	None	0.282947592	0.439541833	0.251025399	0.113041629	2863	2.962107	2.274774	0.833639	0.882557	10.603559
EXP037567	FOXK2	Q01167	FOXK2_HUMAN	Forkhead box protein K2 (Cellular transcription factor ILF-1) (FOXK1) (Interleukin enhancer-binding factor 1)	FOXK2 ILF ILF1	Homo sapiens	MCF7 (Invasive ductal breast carcinoma)	None	normal	GSE84241	GSM2230226	None	27773593	None	GSE84241	GSM2230227	None	5.21E-05	0	5.61E-05	0.000283533	2993	1.20825	17.30767	0.825051	0.820625	5.412677
EXP037564	STAT5A (sc-1081)	P42229	STA5A_HUMAN	Signal transducer and activator of transcription 5A	STAT5A STAT5	Homo sapiens	HIV-1 latently-infected central memory T cells cultured from uninfected primary T cells	3 h IL-2	normal	GSE84199	GSM2228954	None	28147284	None	GSE84199	GSM2228955	None	6.86E-05	0.01465929	0.00050539	0.002440313	3344	1.072047	2.725012	0.95878	0.958746	24.191937
EXP037563	STAT5A (sc-1081)	P42229	STA5A_HUMAN	Signal transducer and activator of transcription 5A	STAT5A STAT5	Homo sapiens	HIV-1 latently-infected central memory T cells cultured from uninfected primary T cells	Untreated	normal	GSE84199	GSM2228952	None	28147284	None	GSE84199	GSM2228953	None	4.93E-05	0	0	0.001279905	3081	1.085836	2.819638	0.969856	0.969934	33.228886
EXP037559	DLX-5	P70396	DLX5_MOUSE	Homeobox protein DLX-5	Dlx5	Mus musculus	T-cell lymphoma	None	normal	GSE83778	GSM2218767	None	28122332	None	GSE83778	GSM2218768	None	0.001782561	0.031994382	0.000669764	0.003411059	964	1.08073	2.13148	0.845712	0.859566	7.033544
EXP037550	"Anti-ERRalpha [ABCAM, Cat# 16363, Lot# GR263385-1]"	O08580	ERR1_MOUSE	Steroid hormone receptor ERR1 (Estrogen receptor-like 1) (Estrogen-related receptor alpha) (ERR-alpha) (Nuclear receptor subfamily 3 group B member 1)	Esrra Err1 Estrra Nr3b1	Mus musculus	brown adipose tissue	"29C, HDAC3 floxed"	normal	GSE83926	GSM2221743	None	None	"Anti-NCoR [Custom rabbit antibody, GST fusion of NCoR C-term (a.a.1944-2453), Affinity purified]"	GSE83926	GSM2407034	None	0.020168562	0.077315311	0.229490301	0.026572963	1520	1.506895	1.227242	0.94283	0.948247	19.47897
EXP037529	"MYCN, Santa Cruz (catsc-53993 lot mAb)"	P04198	MYCN_HUMAN	N-myc proto-oncogene protein (Class E basic helix-loop-helix protein 37) (bHLHe37)	MYCN BHLHE37 NMYC	Homo sapiens	RH4 (alveolar rhabdomyosarcoma)	None	normal	GSE83726	GSM2214113	None	28446439	.	GSE83726	GSM2214110; GSM2214111	None	0.007030619	0.097187201	0	0.03041963	2637	1.117413	2.474388	0.687844	0.674993	2.932082
EXP037530	"MYOD1 (Santa Cruz, sc-706)"	P15172	MYOD1_HUMAN	Myoblast determination protein 1 (Class C basic helix-loop-helix protein 1) (bHLHc1) (Myogenic factor 3) (Myf-3)	MYOD1 BHLHC1 MYF3 MYOD	Homo sapiens	RH4 (alveolar rhabdomyosarcoma)	None	normal	GSE83726	GSM2214114	None	28446439	.	GSE83726	GSM2214110; GSM2214111	None	0.09668363	0.201223306	0.010342837	0.065647378	2141	1.730393	2.00259	0.689042	0.681376	3.015002
EXP037531	"Myogenin (Santa Cruz, cat. #sc-576)"	P15173	MYOG_HUMAN	Myogenin (Class C basic helix-loop-helix protein 3) (bHLHc3) (Myogenic factor 4) (Myf-4)	MYOG BHLHC3 MYF4	Homo sapiens	RH4 (alveolar rhabdomyosarcoma)	None	normal	GSE83726	GSM2214115	None	28446439	.	GSE83726	GSM2214110; GSM2214111	None	0.016216837	0.064342632	0.220206642	0.026480022	2996	1.112449	1.852419	0.898843	0.898164	9.739301
EXP037532	"CTCF, EMD Millipore (cat07-729 lot2628833 pAb)"	P49711	CTCF_HUMAN	Transcriptional repressor CTCF (11-zinc finger protein) (CCCTC-binding factor) (CTCFL paralog)	CTCF	Homo sapiens	RH4 (alveolar rhabdomyosarcoma)	None	normal	GSE83726	GSM2214099; GSM2214100	None	28446439	.	GSE83726	GSM2214110; GSM2214111	None	0.370509757	0.509183755	0.007802167	0.233765164	1334	5.990725	1.612817	0.715653	0.828253	7.990617
EXP037527	"MLL1 (Bethyl, A300-086A)"	Q03164	KMT2A_HUMAN	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	Homo sapiens	fetal bone marrow-derived mononuclear cells	None	normal	GSE83671	GSM2364555	None	28076791	None	GSE83671	GSM2364556	None	0.095062225	0.290219373	0.174997404	0.114142399	1941	1.406553	1.635058	0.89207	0.898519	10.296935
EXP037525	"MLL1 (Bethyl, A300-086A)"	Q03164	KMT2A_HUMAN	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	Homo sapiens	SEM (childhood B acute lymphoblastic leukemia)	fused MLL1-AF4	normal	GSE83671	GSM2364547	None	28076791	None	GSE83671	GSM2364549	None	0.034180857	0	0.221940802	0.06803622	2321	1.29722	1.985077	0.935691	0.936086	15.725709
EXP037523	"MLL1 (Bethyl, A300-086A)"	Q03164	KMT2A_HUMAN	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	Homo sapiens	SEM (childhood B acute lymphoblastic leukemia)	None	normal	GSE83671	GSM2364542	None	28076791	None	GSE83671	GSM2364543	None	0.075441657	0.240852724	0.028428836	0.102999219	3709	1.525423	1.339791	0.908311	0.924228	14.874642
EXP037522	MLL1	Q03164	KMT2A_HUMAN	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	Homo sapiens	RCH-ACV (B acute lymphoblastic leukemia with t(1;19)(q23;p13.3) E2A-PBX1 (TCF3-PBX1))	None	normal	GSE83671	GSM2212261	None	28076791	None	GSE83671	GSM2212262	None	0.082689611	0	0.136508655	0.210076871	3110	1.567633	1.405552	0.858021	0.861773	7.388885
EXP037521	MLL1	Q03164	KMT2A_HUMAN	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	Homo sapiens	CCRF-CEM (T acute lymphoblastic leukemia)	None	normal	GSE83671	GSM2212259	None	28076791	None	GSE83671	GSM2212260	None	0.005130138	0	0.003511809	0.01858297	1134	1.113105	3.435529	0.943375	0.944291	18.05034
EXP037519	MLL1	Q03164	KMT2A_HUMAN	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	Homo sapiens	KOPN8 (childhood B acute lymphoblastic leukemia)	None	normal	GSE83671	GSM2212255	None	28076791	None	GSE83671	GSM2212256	None	0.007189341	0.108696863	0.013304407	0.04030417	1173	1.19262	4.486714	0.858341	0.855001	6.707534
EXP037518	MLL1	Q03164	KMT2A_HUMAN	Histone-lysine N-methyltransferase 2A (Lysine N-methyltransferase 2A) (EC 2.1.1.43) (ALL-1) (CXXC-type zinc finger protein 7) (Myeloid/lymphoid or mixed-lineage leukemia) (Myeloid/lymphoid or mixed-lineage leukemia protein 1) (Trithorax-like protein) (Zinc finger protein HRX) [Cleaved into: MLL cleavage product N320 (N-terminal cleavage product of 320 kDa) (p320); MLL cleavage product C180 (C-terminal cleavage product of 180 kDa) (p180)]	KMT2A ALL1 CXXC7 HRX HTRX MLL MLL1 TRX1	Homo sapiens	THP-1 (acute monocytic leukemia)	None	normal	GSE83671	GSM2212253	None	28076791	None	GSE83671	GSM2212254	None	0.006121602	0	0.005714258	0.019245616	863	1.148125	3.684508	0.839011	0.836354	5.955003
