Alias	Assay_Type	AvgSpotLen	BioSample	Description	ENA_FIRST_PUBLIC	Experiment	INSDC_first_public	INSDC_last_update	InsertSize	Instrument	LibraryLayout	LibrarySelection	LibrarySource	LoadDate	MBases	MBytes	Organism	ReleaseDate	Run	SRA_Sample	SRA_accession	Sample_Name	Title	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	ENA_checklist	INSDC_center_name	INSDC_status	Library_Name	Platform	SRA_Study
ARGFX_eDBD_4_KO_TGGTTA40NTAC	SELEX	40	SAMEA3523041	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081113	2015-09-10T17:01:22Z	2018-03-09T13:28:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	5	2	synthetic construct	2015-10-28	ERR1002089	ERS830190	ERS830190	SAMEA3523041 ERS830190	HT-SELEX sample ARGFX_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNT2_eDBD_1_KT_TCTGTC40NCAA	SELEX	40	SAMEA3523042	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081114	2015-09-10T17:01:23Z	2018-03-09T13:30:35Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	10	6	synthetic construct	2015-10-28	ERR1002090	ERS830191	ERS830191	SAMEA3523042 ERS830191	HT-SELEX sample ARNT2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNT2_eDBD_1_KT_TGTTAG40NACC	SELEX	40	SAMEA3523043	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081115	2015-09-10T17:01:23Z	2018-03-09T13:29:26Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	14	8	synthetic construct	2015-10-28	ERR1002091	ERS830192	ERS830192	SAMEA3523043 ERS830192	mHT-SELEX sample ARNT2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNT2_eDBD_2_KT_TCTGTC40NCAA	SELEX	40	SAMEA3523044	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081116	2015-09-10T17:01:22Z	2018-03-09T13:28:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	11	7	synthetic construct	2015-10-28	ERR1002092	ERS830193	ERS830193	SAMEA3523044 ERS830193	HT-SELEX sample ARNT2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNT2_eDBD_2_KT_TGTTAG40NACC	SELEX	40	SAMEA3523045	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081117	2015-09-10T17:01:23Z	2018-03-09T13:29:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	6	synthetic construct	2015-10-28	ERR1002093	ERS830194	ERS830194	SAMEA3523045 ERS830194	mHT-SELEX sample ARNT2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNT2_eDBD_3_KT_TCTGTC40NCAA	SELEX	40	SAMEA3523046	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081118	2015-09-10T17:01:23Z	2018-03-09T13:29:26Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	5	synthetic construct	2015-10-28	ERR1002094	ERS830195	ERS830195	SAMEA3523046 ERS830195	HT-SELEX sample ARNT2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNT2_eDBD_3_KT_TGTTAG40NACC	SELEX	40	SAMEA3523047	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081119	2015-09-10T17:01:23Z	2018-03-09T13:29:26Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	5	synthetic construct	2015-10-28	ERR1002095	ERS830196	ERS830196	SAMEA3523047 ERS830196	mHT-SELEX sample ARNT2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNT2_eDBD_4_KT_TCTGTC40NCAA	SELEX	40	SAMEA3523048	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081120	2015-09-10T17:01:22Z	2018-03-09T13:28:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	11	6	synthetic construct	2015-10-28	ERR1002096	ERS830197	ERS830197	SAMEA3523048 ERS830197	HT-SELEX sample ARNT2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNT2_eDBD_4_KT_TGTTAG40NACC	SELEX	40	SAMEA3523049	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081121	2015-09-10T17:01:23Z	2018-03-09T13:29:26Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	6	3	synthetic construct	2015-10-28	ERR1002097	ERS830198	ERS830198	SAMEA3523049 ERS830198	mHT-SELEX sample ARNT2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNTL_eDBD_1_KV_TATACA40NGTC	SELEX	40	SAMEA3523050	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081122	2015-09-10T17:01:23Z	2018-03-09T13:29:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	8	5	synthetic construct	2015-10-28	ERR1002098	ERS830199	ERS830199	SAMEA3523050 ERS830199	mHT-SELEX sample ARNTL_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNTL_eDBD_1_KV_TCTCCG40NCGC	SELEX	40	SAMEA3523051	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081123	2015-09-10T17:01:23Z	2018-03-09T13:29:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	14	9	synthetic construct	2015-10-28	ERR1002099	ERS830200	ERS830200	SAMEA3523051 ERS830200	HT-SELEX sample ARNTL_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNTL_eDBD_2_KV_TATACA40NGTC	SELEX	40	SAMEA3523052	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081124	2015-09-10T17:01:23Z	2018-03-09T13:30:35Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	14	9	synthetic construct	2015-10-28	ERR1002100	ERS830201	ERS830201	SAMEA3523052 ERS830201	mHT-SELEX sample ARNTL_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNTL_eDBD_2_KV_TCTCCG40NCGC	SELEX	40	SAMEA3523053	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081125	2015-09-10T17:01:23Z	2018-03-09T13:29:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	20	13	synthetic construct	2015-10-28	ERR1002101	ERS830202	ERS830202	SAMEA3523053 ERS830202	HT-SELEX sample ARNTL_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNTL_eDBD_3_KV_TATACA40NGTC	SELEX	40	SAMEA3523054	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081126	2015-09-10T17:01:23Z	2018-03-09T13:30:35Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	14	9	synthetic construct	2015-10-28	ERR1002102	ERS830203	ERS830203	SAMEA3523054 ERS830203	mHT-SELEX sample ARNTL_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNTL_eDBD_3_KV_TCTCCG40NCGC	SELEX	40	SAMEA3523055	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081127	2015-09-10T17:01:23Z	2018-03-09T13:29:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	14	9	synthetic construct	2015-10-28	ERR1002103	ERS830204	ERS830204	SAMEA3523055 ERS830204	HT-SELEX sample ARNTL_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNTL_eDBD_4_KV_TATACA40NGTC	SELEX	40	SAMEA3523056	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081128	2015-09-10T17:01:22Z	2018-03-09T13:28:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	17	11	synthetic construct	2015-10-28	ERR1002104	ERS830205	ERS830205	SAMEA3523056 ERS830205	mHT-SELEX sample ARNTL_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARNTL_eDBD_4_KV_TCTCCG40NCGC	SELEX	40	SAMEA3523057	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081129	2015-09-10T17:01:23Z	2018-03-09T13:29:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	17	11	synthetic construct	2015-10-28	ERR1002105	ERS830206	ERS830206	SAMEA3523057 ERS830206	HT-SELEX sample ARNTL_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARX_eDBD_1_KO_TAGCGC40NCGC	SELEX	40	SAMEA3523058	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081130	2015-09-10T17:01:23Z	2018-03-09T13:29:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	13	8	synthetic construct	2015-10-28	ERR1002106	ERS830207	ERS830207	SAMEA3523058 ERS830207	HT-SELEX sample ARX_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARX_eDBD_1_KO_TTTACA40NGCT	SELEX	40	SAMEA3523059	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081131	2015-09-10T17:01:23Z	2018-03-09T13:30:35Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	13	8	synthetic construct	2015-10-28	ERR1002107	ERS830208	ERS830208	SAMEA3523059 ERS830208	mHT-SELEX sample ARX_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARX_eDBD_2_KO_TAGCGC40NCGC	SELEX	40	SAMEA3523060	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081132	2015-09-10T17:01:22Z	2018-03-09T13:28:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	19	12	synthetic construct	2015-10-28	ERR1002108	ERS830209	ERS830209	SAMEA3523060 ERS830209	HT-SELEX sample ARX_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARX_eDBD_2_KO_TTTACA40NGCT	SELEX	40	SAMEA3523061	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081133	2015-09-10T17:01:23Z	2018-03-09T13:29:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	13	8	synthetic construct	2015-10-28	ERR1002109	ERS830210	ERS830210	SAMEA3523061 ERS830210	mHT-SELEX sample ARX_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARX_eDBD_3_KO_TAGCGC40NCGC	SELEX	40	SAMEA3523062	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081134	2015-09-10T17:01:23Z	2018-03-09T13:29:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	16	10	synthetic construct	2015-10-28	ERR1002110	ERS830211	ERS830211	SAMEA3523062 ERS830211	HT-SELEX sample ARX_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARX_eDBD_3_KO_TTTACA40NGCT	SELEX	40	SAMEA3523063	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081135	2015-09-10T17:01:23Z	2018-03-09T13:29:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	17	10	synthetic construct	2015-10-28	ERR1002111	ERS830212	ERS830212	SAMEA3523063 ERS830212	mHT-SELEX sample ARX_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARX_eDBD_4_KO_TAGCGC40NCGC	SELEX	40	SAMEA3523064	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081136	2015-09-10T17:01:22Z	2018-03-09T13:28:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	10	5	synthetic construct	2015-10-28	ERR1002112	ERS830213	ERS830213	SAMEA3523064 ERS830213	HT-SELEX sample ARX_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ARX_eDBD_4_KO_TTTACA40NGCT	SELEX	40	SAMEA3523065	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081137	2015-09-10T17:01:22Z	2018-03-09T13:28:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	5	synthetic construct	2015-10-28	ERR1002113	ERS830214	ERS830214	SAMEA3523065 ERS830214	mHT-SELEX sample ARX_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL1_eDBD_1_KR_TGCGCA40NCAA	SELEX	40	SAMEA3523066	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081138	2015-09-10T17:01:23Z	2018-03-09T13:29:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	17	11	synthetic construct	2015-10-28	ERR1002114	ERS830215	ERS830215	SAMEA3523066 ERS830215	HT-SELEX sample ASCL1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL1_eDBD_1_KR_TTACGT40NGGA	SELEX	40	SAMEA3523067	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081139	2015-09-10T17:01:23Z	2018-03-09T13:29:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	10	7	synthetic construct	2015-10-28	ERR1002115	ERS830216	ERS830216	SAMEA3523067 ERS830216	mHT-SELEX sample ASCL1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL1_eDBD_2_KR_TGCGCA40NCAA	SELEX	40	SAMEA3523068	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081140	2015-09-10T17:01:23Z	2018-03-09T13:29:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	14	8	synthetic construct	2015-10-28	ERR1002116	ERS830217	ERS830217	SAMEA3523068 ERS830217	HT-SELEX sample ASCL1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL1_eDBD_2_KR_TTACGT40NGGA	SELEX	40	SAMEA3523069	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081141	2015-09-10T17:01:23Z	2018-03-09T13:29:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	7	4	synthetic construct	2015-10-28	ERR1002117	ERS830218	ERS830218	SAMEA3523069 ERS830218	mHT-SELEX sample ASCL1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL1_eDBD_3_KR_TGCGCA40NCAA	SELEX	40	SAMEA3523070	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081142	2015-09-10T17:01:23Z	2018-03-09T13:30:35Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	7	4	synthetic construct	2015-10-28	ERR1002118	ERS830219	ERS830219	SAMEA3523070 ERS830219	HT-SELEX sample ASCL1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL1_eDBD_3_KR_TTACGT40NGGA	SELEX	40	SAMEA3523071	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081143	2015-09-10T17:01:22Z	2018-03-09T13:28:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	6	3	synthetic construct	2015-10-28	ERR1002119	ERS830220	ERS830220	SAMEA3523071 ERS830220	mHT-SELEX sample ASCL1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL1_eDBD_4_KR_TGCGCA40NCAA	SELEX	40	SAMEA3523072	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081144	2015-09-10T17:01:22Z	2018-03-09T13:28:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	13	8	synthetic construct	2015-10-28	ERR1002120	ERS830221	ERS830221	SAMEA3523072 ERS830221	HT-SELEX sample ASCL1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL1_eDBD_4_KR_TTACGT40NGGA	SELEX	40	SAMEA3523073	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081145	2015-09-10T17:01:23Z	2018-03-09T13:29:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	5	synthetic construct	2015-10-28	ERR1002121	ERS830222	ERS830222	SAMEA3523073 ERS830222	mHT-SELEX sample ASCL1_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL2_eDBD_1_KO_TAACTC40NGTC	SELEX	40	SAMEA3523074	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081146	2015-09-10T17:01:23Z	2018-03-09T13:29:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	12	8	synthetic construct	2015-10-28	ERR1002122	ERS830223	ERS830223	SAMEA3523074 ERS830223	HT-SELEX sample ASCL2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL2_eDBD_1_KO_TTGCTG40NCTA	SELEX	40	SAMEA3523075	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081147	2015-09-10T17:01:23Z	2018-03-09T13:29:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	12	8	synthetic construct	2015-10-28	ERR1002123	ERS830224	ERS830224	SAMEA3523075 ERS830224	mHT-SELEX sample ASCL2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL2_eDBD_2_KO_TAACTC40NGTC	SELEX	40	SAMEA3523076	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081148	2015-09-10T17:01:23Z	2018-03-09T13:30:35Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	14	9	synthetic construct	2015-10-28	ERR1002124	ERS830225	ERS830225	SAMEA3523076 ERS830225	HT-SELEX sample ASCL2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL2_eDBD_2_KO_TTGCTG40NCTA	SELEX	40	SAMEA3523077	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081149	2015-09-10T17:01:22Z	2018-03-09T13:28:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	17	11	synthetic construct	2015-10-28	ERR1002125	ERS830226	ERS830226	SAMEA3523077 ERS830226	mHT-SELEX sample ASCL2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL2_eDBD_3_KO_TAACTC40NGTC	SELEX	40	SAMEA3523078	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081150	2015-09-10T17:01:23Z	2018-03-09T13:29:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	13	8	synthetic construct	2015-10-28	ERR1002126	ERS830227	ERS830227	SAMEA3523078 ERS830227	HT-SELEX sample ASCL2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL2_eDBD_3_KO_TTGCTG40NCTA	SELEX	40	SAMEA3523079	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081151	2015-09-10T17:01:22Z	2018-03-09T13:28:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	14	9	synthetic construct	2015-10-28	ERR1002127	ERS830228	ERS830228	SAMEA3523079 ERS830228	mHT-SELEX sample ASCL2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL2_eDBD_4_KO_TAACTC40NGTC	SELEX	40	SAMEA3523080	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081152	2015-09-10T17:01:23Z	2018-03-09T13:29:39Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	8	5	synthetic construct	2015-10-28	ERR1002128	ERS830229	ERS830229	SAMEA3523080 ERS830229	HT-SELEX sample ASCL2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL2_eDBD_4_KO_TTGCTG40NCTA	SELEX	40	SAMEA3523081	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081153	2015-09-10T17:01:23Z	2018-03-09T13:29:29Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	9	5	synthetic construct	2015-10-28	ERR1002129	ERS830230	ERS830230	SAMEA3523081 ERS830230	mHT-SELEX sample ASCL2_eDBD	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL2_FL_1_KAE_TGCCCG40NCTG	SELEX	40	SAMEA3523082	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081154	2015-09-10T17:01:23Z	2018-03-09T13:30:35Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	6	4	synthetic construct	2015-10-28	ERR1002130	ERS830231	ERS830231	SAMEA3523082 ERS830231	mHT-SELEX sample ASCL2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL2_FL_1_KAE_TTCTCC40NAGA	SELEX	40	SAMEA3523083	HT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081155	2015-09-10T17:01:23Z	2018-03-09T13:30:35Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	11	7	synthetic construct	2015-10-28	ERR1002131	ERS830232	ERS830232	SAMEA3523083 ERS830232	HT-SELEX sample ASCL2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
ASCL2_FL_2_KAE_TGCCCG40NCTG	SELEX	40	SAMEA3523084	mHT-SELEX reads for the TF and selection cycle indicated in the name	2015-09-10	ERX1081156	2015-09-10T17:01:22Z	2018-03-09T13:28:28Z	0	Illumina HiSeq 2000	SINGLE	other	SYNTHETIC	2015-12-08	4	2	synthetic construct	2015-10-28	ERR1002132	ERS830233	ERS830233	SAMEA3523084 ERS830233	mHT-SELEX sample ASCL2_FL	PRJEB9797	DEPARTMENT OF BIOSCIENCES AND NUTRITION, KAROLINSK	public	sra	ncbi	ERC000011	KI-BN	public	unspecified	ILLUMINA	ERP010942
