Alias	AvgSpotLen	BioSample	ENA_FIRST_PUBLIC	Experiment	INSDC_first_public	INSDC_last_update	Instrument	LibrarySelection	Library_Name	LoadDate	MBases	MBytes	ReleaseDate	Run	SRA_Sample	SRA_accession	Sample_Name	Title	Assay_Type	BioProject	Center_Name	Consent	DATASTORE_filetype	DATASTORE_provider	INSDC_center_name	INSDC_status	InsertSize	LibraryLayout	LibrarySource	Organism	Platform	SRA_Study
TCF4_TTGCCG20NCCT_AE_3	20	SAMEA1694808	2013-01-18	ERX168629	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	TCF4_TTGCCG20NCCT_AE_3	2013-01-18	5	3	2013-01-18	ERR193940	ERS189267	ERS189267	SAMEA1694808 ERS189267	TCF4_TTGCCG20NCCT_AE_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
TCF4_TTGCCG20NCCT_AE_4	20	SAMEA1694844	2013-01-18	ERX168630	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina Genome Analyzer IIx	other	TCF4_TTGCCG20NCCT_AE_4	2013-01-18	1	0	2013-01-18	ERR193941	ERS189268	ERS189268	SAMEA1694844 ERS189268	TCF4_TTGCCG20NCCT_AE_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
TFAP2C_TGTCGT20NGCG_AE_1	20	SAMEA1694953	2013-01-18	ERX168631	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	TFAP2C_TGTCGT20NGCG_AE_1	2013-01-18	0	0	2013-01-18	ERR193942	ERS189269	ERS189269	SAMEA1694953 ERS189269	TFAP2C_TGTCGT20NGCG_AE_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
TFAP2C_TGTCGT20NGCG_AE_2	20	SAMEA1695248	2013-01-18	ERX168632	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	TFAP2C_TGTCGT20NGCG_AE_2	2013-01-18	1	1	2013-01-18	ERR193943	ERS189270	ERS189270	SAMEA1695248 ERS189270	TFAP2C_TGTCGT20NGCG_AE_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
TFAP2C_TGTCGT20NGCG_AE_3	20	SAMEA1695231	2013-01-18	ERX168633	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	TFAP2C_TGTCGT20NGCG_AE_3	2013-01-18	2	1	2013-01-18	ERR193944	ERS189271	ERS189271	SAMEA1695231 ERS189271	TFAP2C_TGTCGT20NGCG_AE_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
TFAP2C_TGTCGT20NGCG_AE_4	20	SAMEA1695050	2013-01-18	ERX168634	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina Genome Analyzer IIx	other	TFAP2C_TGTCGT20NGCG_AE_4	2013-01-18	0	0	2013-01-18	ERR193945	ERS189272	ERS189272	SAMEA1695050 ERS189272	TFAP2C_TGTCGT20NGCG_AE_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
TGIF2LX_TGATAA20NATA_AE_1	20	SAMEA1695021	2013-01-18	ERX168635	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	TGIF2LX_TGATAA20NATA_AE_1	2013-01-18	1	0	2013-01-18	ERR193946	ERS189273	ERS189273	SAMEA1695021 ERS189273	TGIF2LX_TGATAA20NATA_AE_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
TGIF2LX_TGATAA20NATA_AE_2	20	SAMEA1695006	2013-01-18	ERX168636	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	TGIF2LX_TGATAA20NATA_AE_2	2013-01-18	2	1	2013-01-18	ERR193947	ERS189274	ERS189274	SAMEA1695006 ERS189274	TGIF2LX_TGATAA20NATA_AE_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
TGIF2LX_TGATAA20NATA_AE_3	20	SAMEA1694984	2013-01-18	ERX168637	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	TGIF2LX_TGATAA20NATA_AE_3	2013-01-18	0	0	2013-01-18	ERR193948	ERS189275	ERS189275	SAMEA1694984 ERS189275	TGIF2LX_TGATAA20NATA_AE_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
TGIF2LX_TGATAA20NATA_AE_4	20	SAMEA1694999	2013-01-18	ERX168638	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina Genome Analyzer IIx	other	TGIF2LX_TGATAA20NATA_AE_4	2013-01-18	0	0	2013-01-18	ERR193949	ERS189276	ERS189276	SAMEA1694999 ERS189276	TGIF2LX_TGATAA20NATA_AE_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
VSX1_TCGGGG20NGGT_AE_1	20	SAMEA1695136	2013-01-18	ERX168639	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	VSX1_TCGGGG20NGGT_AE_1	2013-01-18	1	0	2013-01-18	ERR193950	ERS189277	ERS189277	SAMEA1695136 ERS189277	VSX1_TCGGGG20NGGT_AE_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
VSX1_TCGGGG20NGGT_AE_2	20	SAMEA1695117	2013-01-18	ERX168640	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	VSX1_TCGGGG20NGGT_AE_2	2013-01-18	3	2	2013-01-18	ERR193951	ERS189278	ERS189278	SAMEA1695117 ERS189278	VSX1_TCGGGG20NGGT_AE_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
VSX1_TCGGGG20NGGT_AE_3	20	SAMEA1695081	2013-01-18	ERX168641	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	VSX1_TCGGGG20NGGT_AE_3	2013-01-18	2	1	2013-01-18	ERR193952	ERS189279	ERS189279	SAMEA1695081 ERS189279	VSX1_TCGGGG20NGGT_AE_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
VSX1_TCGGGG20NGGT_AE_4	20	SAMEA1693004	2013-01-18	ERX168642	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina Genome Analyzer IIx	other	VSX1_TCGGGG20NGGT_AE_4	2013-01-18	0	0	2013-01-18	ERR193953	ERS189280	ERS189280	SAMEA1693004 ERS189280	VSX1_TCGGGG20NGGT_AE_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
YY2_TGAGCA20NGA_AE_1	20	SAMEA1693011	2013-01-18	ERX168643	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	YY2_TGAGCA20NGA_AE_1	2013-01-18	4	2	2013-01-18	ERR193954	ERS189281	ERS189281	SAMEA1693011 ERS189281	YY2_TGAGCA20NGA_AE_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
YY2_TGAGCA20NGA_AE_2	20	SAMEA1693033	2013-01-18	ERX168644	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	YY2_TGAGCA20NGA_AE_2	2013-01-18	4	2	2013-01-18	ERR193955	ERS189282	ERS189282	SAMEA1693033 ERS189282	YY2_TGAGCA20NGA_AE_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
YY2_TGAGCA20NGA_AE_3	20	SAMEA1693049	2013-01-18	ERX168645	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	YY2_TGAGCA20NGA_AE_3	2013-01-18	5	3	2013-01-18	ERR193956	ERS189283	ERS189283	SAMEA1693049 ERS189283	YY2_TGAGCA20NGA_AE_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
YY2_TGAGCA20NGA_AE_4	20	SAMEA1692919	2013-01-18	ERX168646	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina Genome Analyzer IIx	other	YY2_TGAGCA20NGA_AE_4	2013-01-18	1	0	2013-01-18	ERR193957	ERS189284	ERS189284	SAMEA1692919 ERS189284	YY2_TGAGCA20NGA_AE_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ZIC3_TCACGT20NGCA_AE_1	20	SAMEA1692939	2013-01-18	ERX168647	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	ZIC3_TCACGT20NGCA_AE_1	2013-01-18	5	2	2013-01-18	ERR193958	ERS189285	ERS189285	SAMEA1692939 ERS189285	ZIC3_TCACGT20NGCA_AE_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ZIC3_TCACGT20NGCA_AE_2	20	SAMEA1692949	2013-01-18	ERX168648	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	ZIC3_TCACGT20NGCA_AE_2	2013-01-18	5	3	2013-01-18	ERR193959	ERS189286	ERS189286	SAMEA1692949 ERS189286	ZIC3_TCACGT20NGCA_AE_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ZIC3_TCACGT20NGCA_AE_3	20	SAMEA1692963	2013-01-18	ERX168649	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	ZIC3_TCACGT20NGCA_AE_3	2013-01-18	6	3	2013-01-18	ERR193960	ERS189287	ERS189287	SAMEA1692963 ERS189287	ZIC3_TCACGT20NGCA_AE_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ZIC3_TCACGT20NGCA_AE_4	20	SAMEA1692979	2013-01-18	ERX168650	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina Genome Analyzer IIx	other	ZIC3_TCACGT20NGCA_AE_4	2013-01-18	1	0	2013-01-18	ERR193961	ERS189288	ERS189288	SAMEA1692979 ERS189288	ZIC3_TCACGT20NGCA_AE_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ZNF740_TGTGAG20NGA_AE_1	20	SAMEA1693148	2013-01-18	ERX168651	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	ZNF740_TGTGAG20NGA_AE_1	2013-01-18	1	0	2013-01-18	ERR193962	ERS189289	ERS189289	SAMEA1693148 ERS189289	ZNF740_TGTGAG20NGA_AE_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ZNF740_TGTGAG20NGA_AE_2	20	SAMEA1693495	2013-01-18	ERX168652	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	ZNF740_TGTGAG20NGA_AE_2	2013-01-18	2	1	2013-01-18	ERR193963	ERS189290	ERS189290	SAMEA1693495 ERS189290	ZNF740_TGTGAG20NGA_AE_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ZNF740_TGTGAG20NGA_AE_3	20	SAMEA1693482	2013-01-18	ERX168653	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina HiSeq 2000	other	ZNF740_TGTGAG20NGA_AE_3	2013-01-18	2	1	2013-01-18	ERR193964	ERS189291	ERS189291	SAMEA1693482 ERS189291	ZNF740_TGTGAG20NGA_AE_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ZNF740_TGTGAG20NGA_AE_4	20	SAMEA1693468	2013-01-18	ERX168654	2013-01-18T09:17:07Z	2012-11-12T19:47:21Z	Illumina Genome Analyzer IIx	other	ZNF740_TGTGAG20NGA_AE_4	2013-01-18	0	0	2013-01-18	ERR193965	ERS189292	ERS189292	SAMEA1693468 ERS189292	ZNF740_TGTGAG20NGA_AE_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ZNF784_TGCGGG20NGA_AE_1	20	SAMEA1693448	2013-01-18	ERX168655	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	ZNF784_TGCGGG20NGA_AE_1	2013-01-18	3	1	2013-01-18	ERR193966	ERS189293	ERS189293	SAMEA1693448 ERS189293	ZNF784_TGCGGG20NGA_AE_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ZNF784_TGCGGG20NGA_AE_2	20	SAMEA1693422	2013-01-18	ERX168656	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	ZNF784_TGCGGG20NGA_AE_2	2013-01-18	4	2	2013-01-18	ERR193967	ERS189294	ERS189294	SAMEA1693422 ERS189294	ZNF784_TGCGGG20NGA_AE_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ZNF784_TGCGGG20NGA_AE_3	20	SAMEA1693398	2013-01-18	ERX168657	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	ZNF784_TGCGGG20NGA_AE_3	2013-01-18	5	3	2013-01-18	ERR193968	ERS189295	ERS189295	SAMEA1693398 ERS189295	ZNF784_TGCGGG20NGA_AE_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ZNF784_TGCGGG20NGA_AE_4	20	SAMEA1693688	2013-01-18	ERX168658	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina Genome Analyzer IIx	other	ZNF784_TGCGGG20NGA_AE_4	2013-01-18	1	0	2013-01-18	ERR193969	ERS189296	ERS189296	SAMEA1693688 ERS189296	ZNF784_TGCGGG20NGA_AE_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
AR_TGCTCG20NGA_AF_1	20	SAMEA1693701	2013-01-18	ERX168659	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	AR_TGCTCG20NGA_AF_1	2013-01-18	3	1	2013-01-18	ERR193970	ERS189297	ERS189297	SAMEA1693701 ERS189297	AR_TGCTCG20NGA_AF_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
AR_TGCTCG20NGA_AF_2	20	SAMEA1693715	2013-01-18	ERX168660	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	AR_TGCTCG20NGA_AF_2	2013-01-18	3	2	2013-01-18	ERR193971	ERS189298	ERS189298	SAMEA1693715 ERS189298	AR_TGCTCG20NGA_AF_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
AR_TGCTCG20NGA_AF_3	20	SAMEA1693653	2013-01-18	ERX168661	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	AR_TGCTCG20NGA_AF_3	2013-01-18	4	2	2013-01-18	ERR193972	ERS189299	ERS189299	SAMEA1693653 ERS189299	AR_TGCTCG20NGA_AF_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
AR_TGCTCG20NGA_AF_4	20	SAMEA1694162	2013-01-18	ERX168662	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina Genome Analyzer IIx	other	AR_TGCTCG20NGA_AF_4	2013-01-18	1	0	2013-01-18	ERR193973	ERS189300	ERS189300	SAMEA1694162 ERS189300	AR_TGCTCG20NGA_AF_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
DLX2_TTCATG20NTA_AF_1	20	SAMEA1694129	2013-01-18	ERX168663	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	DLX2_TTCATG20NTA_AF_1	2013-01-18	3	2	2013-01-18	ERR193974	ERS189301	ERS189301	SAMEA1694129 ERS189301	DLX2_TTCATG20NTA_AF_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
DLX2_TTCATG20NTA_AF_2	20	SAMEA1694106	2013-01-18	ERX168664	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	DLX2_TTCATG20NTA_AF_2	2013-01-18	3	1	2013-01-18	ERR193975	ERS189302	ERS189302	SAMEA1694106 ERS189302	DLX2_TTCATG20NTA_AF_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
DLX2_TTCATG20NTA_AF_3	20	SAMEA1694090	2013-01-18	ERX168665	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	DLX2_TTCATG20NTA_AF_3	2013-01-18	5	3	2013-01-18	ERR193976	ERS189303	ERS189303	SAMEA1694090 ERS189303	DLX2_TTCATG20NTA_AF_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
DLX2_TTCATG20NTA_AF_4	20	SAMEA1694070	2013-01-18	ERX168666	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina Genome Analyzer IIx	other	DLX2_TTCATG20NTA_AF_4	2013-01-18	1	0	2013-01-18	ERR193977	ERS189304	ERS189304	SAMEA1694070 ERS189304	DLX2_TTCATG20NTA_AF_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
DUXA_TTCACA20NTA_AF_1	20	SAMEA1694073	2013-01-18	ERX168667	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	DUXA_TTCACA20NTA_AF_1	2013-01-18	3	2	2013-01-18	ERR193978	ERS189305	ERS189305	SAMEA1694073 ERS189305	DUXA_TTCACA20NTA_AF_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
DUXA_TTCACA20NTA_AF_2	20	SAMEA1694060	2013-01-18	ERX168668	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	DUXA_TTCACA20NTA_AF_2	2013-01-18	2	1	2013-01-18	ERR193979	ERS189306	ERS189306	SAMEA1694060 ERS189306	DUXA_TTCACA20NTA_AF_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
DUXA_TTCACA20NTA_AF_3	20	SAMEA1694361	2013-01-18	ERX168669	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	DUXA_TTCACA20NTA_AF_3	2013-01-18	2	1	2013-01-18	ERR193980	ERS189307	ERS189307	SAMEA1694361 ERS189307	DUXA_TTCACA20NTA_AF_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
DUXA_TTCACA20NTA_AF_4	20	SAMEA1694404	2013-01-18	ERX168670	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina Genome Analyzer IIx	other	DUXA_TTCACA20NTA_AF_4	2013-01-18	1	0	2013-01-18	ERR193981	ERS189308	ERS189308	SAMEA1694404 ERS189308	DUXA_TTCACA20NTA_AF_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
E2F3_TTACAT20NACA_AF_1	20	SAMEA1694330	2013-01-18	ERX168671	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	E2F3_TTACAT20NACA_AF_1	2013-01-18	5	3	2013-01-18	ERR193982	ERS189309	ERS189309	SAMEA1694330 ERS189309	E2F3_TTACAT20NACA_AF_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
E2F3_TTACAT20NACA_AF_2	20	SAMEA1694280	2013-01-18	ERX168672	2013-01-18T09:17:07Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	E2F3_TTACAT20NACA_AF_2	2013-01-18	3	2	2013-01-18	ERR193983	ERS189310	ERS189310	SAMEA1694280 ERS189310	E2F3_TTACAT20NACA_AF_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
E2F3_TTACAT20NACA_AF_3	20	SAMEA1694316	2013-01-18	ERX168673	2013-01-18T09:17:05Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	E2F3_TTACAT20NACA_AF_3	2013-01-18	5	2	2013-01-18	ERR193984	ERS189311	ERS189311	SAMEA1694316 ERS189311	E2F3_TTACAT20NACA_AF_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
E2F3_TTACAT20NACA_AF_4	20	SAMEA1694209	2013-01-18	ERX168674	2013-01-18T09:17:05Z	2012-11-12T19:47:22Z	Illumina Genome Analyzer IIx	other	E2F3_TTACAT20NACA_AF_4	2013-01-18	1	0	2013-01-18	ERR193985	ERS189312	ERS189312	SAMEA1694209 ERS189312	E2F3_TTACAT20NACA_AF_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
EGR3_TTAAGA20NGAA_AF_1	20	SAMEA1694238	2013-01-18	ERX168675	2013-01-18T09:17:05Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	EGR3_TTAAGA20NGAA_AF_1	2013-01-18	5	3	2013-01-18	ERR193986	ERS189313	ERS189313	SAMEA1694238 ERS189313	EGR3_TTAAGA20NGAA_AF_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
EGR3_TTAAGA20NGAA_AF_2	20	SAMEA1694587	2013-01-18	ERX168676	2013-01-18T09:17:05Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	EGR3_TTAAGA20NGAA_AF_2	2013-01-18	3	2	2013-01-18	ERR193987	ERS189314	ERS189314	SAMEA1694587 ERS189314	EGR3_TTAAGA20NGAA_AF_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
EGR3_TTAAGA20NGAA_AF_3	20	SAMEA1694607	2013-01-18	ERX168677	2013-01-18T09:17:05Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	EGR3_TTAAGA20NGAA_AF_3	2013-01-18	5	3	2013-01-18	ERR193988	ERS189315	ERS189315	SAMEA1694607 ERS189315	EGR3_TTAAGA20NGAA_AF_3	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
EGR3_TTAAGA20NGAA_AF_4	20	SAMEA1694602	2013-01-18	ERX168678	2013-01-18T09:17:05Z	2012-11-12T19:47:22Z	Illumina Genome Analyzer IIx	other	EGR3_TTAAGA20NGAA_AF_4	2013-01-18	1	0	2013-01-18	ERR193989	ERS189316	ERS189316	SAMEA1694602 ERS189316	EGR3_TTAAGA20NGAA_AF_4	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ELF5_TCTCGG20NGA_AF_1	20	SAMEA1694521	2013-01-18	ERX168679	2013-01-18T09:17:05Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	ELF5_TCTCGG20NGA_AF_1	2013-01-18	4	2	2013-01-18	ERR193990	ERS189317	ERS189317	SAMEA1694521 ERS189317	ELF5_TCTCGG20NGA_AF_1	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
ELF5_TCTCGG20NGA_AF_2	20	SAMEA1694552	2013-01-18	ERX168680	2013-01-18T09:17:05Z	2012-11-12T19:47:22Z	Illumina HiSeq 2000	other	ELF5_TCTCGG20NGA_AF_2	2013-01-18	3	2	2013-01-18	ERR193991	ERS189318	ERS189318	SAMEA1694552 ERS189318	ELF5_TCTCGG20NGA_AF_2	OTHER	PRJEB3289	KI-BN	public	sra	ncbi	KI-BN	public	0	SINGLE	SYNTHETIC	Homo sapiens	ILLUMINA	ERP001824
